Perfil,Coord_X,Coord_Y,Lim_sup,Lim_inf,Da,CO_g
CSp-OIV_A1-91-0056,845563.2177,9883045.501,0,8,0.88,56.55
CSp-OIV_A1-94-0032,844657.0646,9871126.755,0,15,0.94,41.82
CSp-OIV_A1-94-0035,857447.3384,9879384.604,0,20,1.04,16.59
CSp-OIV_A1-94-0036,857235.7072,9880466.167,0,15,0.88,47.8
CSp-OIV_A1-94-0037,857572.5982,9881683.552,0,20,1.07,17.29
CSp-OIV_A1-94-0038,860545.6895,9875389.659,0,24,1.1,15.66
CSp-OIV_A1-94-0039,860330.672,9875957.123,0,25,1.04,16.3
CSp-OIV_A1-94-0040,859939.0073,9876425.018,0,10,1,33.64
CSp-OIV_A1-94-0041,859806.3239,9876422.631,0,20,1.07,23.09
CSp-OIV_A1-94-0042,859669.2014,9876921.794,0,25,1.06,26.57
CSp-OIV_A1-94-0052,853879.2512,9883457.904,0,15,0.95,33.93
CSp-OIV_A1-98-0024,839503.3968,9880983.028,0,20,0.95,31.21
CSp-OIV_A1-98-0025,840220.3769,9880082.944,0,15,0.88,47.56
CSp-OIV_A1-98-0026,841921.7126,9880182.391,0,12,0.94,39.56
CSp-OIV_A1-98-0028,845499.0612,9881545.99,0,20,0.94,40.02
CSp-OIV_A1-98-0029,846164.6901,9876366.388,0,15,0.85,53.71
CSp-OIV_A1-98-0030,847085.674,9874616.246,0,20,0.99,32.42
CSp-OIV_A1-98-0031,845856.9807,9873686.337,0,20,0.85,53.65
CSp-OIV_A1-98-0033,858160.4895,9871991.13,0,8,1.01,27.96
CSp-OIV_A1-98-0033,858160.4895,9871991.13,8,25,1.09,13.63
CSp-OIV_A1-98-0034,859444.0289,9872019.085,0,7,0.92,39.97
CSp-OIV_A1-98-0035,857313.8512,9872492.337,0,12,0.97,36.77
CSp-OIV_A1-98-0036,856292.2645,9875217.997,0,15,1.03,27.73
CSp-OIV_A1-98-0037,858859.2845,9884219.851,0,30,0.94,36.25
CSp-OIV_A1-98-0038,857456.9207,9883182.269,0,10,1.14,1.16
CSp-OIV_A1-98-0039,860030.1737,9885439.373,0,10,1.1,6.21
CSp-OIV_A1-98-0040,851209.1422,9872908.431,0,10,1.01,27.96
CSp-OIV_A1-98-0041,852040.8614,9873612.548,0,12,0.91,39.79
CSp-OIV_A1-98-0042,852373.4384,9873935.556,0,15,0.98,32.54
CSp-OIV_A1-98-0043,853152.2981,9874181.347,0,10,0.95,39.97
CSp-OIV_A1-98-0044,854181.0289,9876326.619,0,15,0.98,29.87
CSp-OIV_A2-81-0022,875257.9699,9885231.685,0,15,0.88,49.65
CSp-OIV_A2-81-0023,874223.8937,9886599.069,0,15,1,39.5
CSp-OIV_A2-81-0024,873208.6895,9886045.8,0,20,1.08,19.14
CSp-OIV_A2-81-0025,872961.0371,9886192.66,0,18,0.99,33
CSp-OIV_A2-81-0030,885838.5002,9888453.525,0,10,0.77,73.61
CSp-OIV_A2-81-0031,885050.274,9888623.251,0,15,1.06,13.57
CSp-OIV_A2-81-0042,882249.7075,9888549.655,0,7,0.97,30.74
CSp-OIV_A2-81-0043,882243.1275,9888429.236,0,7,0.9,53.19
CSp-OIV_A2-81-0044,878718.9348,9888204.831,0,10,1.04,23.26
CSp-OIV_A2-81-0046,877909.7159,9888809.328,0,10,0.85,56.55
CSp-OIV_A2-81-0046,877909.7159,9888809.328,10,30,1.05,22.27
CSp-OIV_A2-81-0047,885303.8228,9887975.431,0,10,0.97,30.68
CSp-OIV_A2-81-0047,885303.8228,9887975.431,10,30,1.12,6.15
CSp-OIV_A2-81-0048,883875.915,9886363.115,0,10,0.87,53.6
CSp-OIV_A2-81-0049,884364.3393,9884665.166,0,15,0.75,71.69
CSp-OIV_A2-81-0049,884364.3393,9884665.166,15,30,1.09,6.5
CSp-OIV_A2-81-0050,884309.6982,9884043.036,0,10,1.09,21.4
CSp-OIV_A2-81-0051,885448.5232,9884216.539,0,7,0.98,37.59
CSp-OIV_A2-81-0052,862768.543,9872070.842,0,20,0.99,25.58
CSp-OIV_A2-81-0055,868761.1795,9883705.973,0,15,0.95,26.86
CSp-OIV_A2-81-0056,869873.1552,9883719.813,0,15,0.98,32.71
CSp-OIV_A2-89-0021,869042.6774,9878107.777,0,10,0.95,47.91
CSp-OIV_A2-89-0021,869042.6774,9878107.777,10,30,1.14,14.62
CSp-OIV_A2-89-0022,868647.4732,9877978.308,0,15,1.03,22.8
CSp-OIV_A2-89-0028,888897.2357,9884312.861,0,10,0.95,39.04
CSp-OIV_A2-89-0029,888825.2846,9884067.799,0,15,1.01,19.9
CSp-OIV_A2-89-0030,888918.1332,9883880.337,0,12,0.94,42.05
CSp-OIV_A2-89-0030,888918.1332,9883880.337,12,30,1.1,11.31
CSp-OIV_A2-89-0031,888906.9722,9883145.691,0,30,1.04,18.56
CSp-OIV_A2-89-0032,886693.4921,9881009.788,0,5,0.9,46
CSp-OIV_A2-89-0032,886693.4921,9881009.788,5,25,1.08,9.16
CSp-OIV_A2-89-0042,888161.0782,9886392.808,0,10,1.07,14.44
CSp-OIV_A2-89-0043,887315.6718,9886124.691,0,10,1.02,25.75
CSp-OIV_A2-89-0049,888913.582,9884526.895,0,10,0.93,44.26
CSp-OIV_A2-89-0050,883773.1679,9878977.647,0,30,1.09,8.12
CSp-OIV_A2-89-0051,882999.4662,9879039.832,0,20,1.13,12.24
CSp-OIV_A2-89-0052,880444.9636,9878801.036,0,20,0.97,32.83
CSp-OIV_A2-90-0021,874460.0895,9888528.423,0,20,1.09,20.13
CSp-OIV_A2-90-0022,872376.2432,9887228.58,0,20,1.13,18.27
CSp-OIV_A2-90-0024,870468.7718,9888463.392,0,15,0.96,44.66
CSp-OIV_A2-90-0049,865187.7579,9878522.48,0,25,1.06,21.58
CSp-OIV_A2-91-0030,881205.6343,9888346.805,0,8,1.03,24.77
CSp-OIV_A2-91-0031,879699.848,9888007.323,0,5,1.01,24.54
CSp-OIV_A2-91-0032,878982.9847,9888917.327,0,10,0.72,81.03
CSp-OIV_A2-91-0033,866489.882,9880983.96,0,7,0.73,78.07
CSp-OIV_A2-94-0017,873326.1027,9871817.199,0,12,1.08,17.58
CSp-OIV_A2-94-0021,864618.5845,9884642.798,0,10,1.05,29.7
CSp-OIV_A2-94-0021,864618.5845,9884642.798,10,25,1.13,13.34
CSp-OIV_A2-94-0022,864926.9278,9884877.473,0,10,1,33.47
CSp-OIV_A2-94-0022,864926.9278,9884877.473,10,20,1.18,4.12
CSp-OIV_A2-94-0023,865798.7463,9884249.61,0,8,1.06,28.89
CSp-OIV_A2-94-0023,865798.7463,9884249.61,8,30,1.16,6.84
CSp-OIV_A2-94-0024,865692.0939,9886566.739,0,30,0.94,35.73
CSp-OIV_A2-94-0026,882464.8408,9879429.817,0,15,1.11,13.98
CSp-OIV_A2-94-0027,879515.7204,9879130.583,0,10,0.99,33.18
CSp-OIV_A2-94-0029,874342.8885,9878197.109,0,15,1.03,26.39
CSp-OIV_A2-94-0030,872713.2828,9879861.25,0,20,1.06,21.17
CSp-OIV_A2-94-0043,883419.8511,9883116.651,0,20,1.1,13.17
CSp-OIV_A2-94-0044,880099.8619,9884835.064,0,20,1.13,2.44
CSp-OIV_A2-94-0045,878065.6623,9882468.766,0,18,1.04,29.76
CSp-OIV_A2-94-0046,870344.8069,9889057.353,0,20,0.91,37.24
CSp-OIV_A2-94-0047,870539.2828,9887626.244,0,25,0.97,34.92
CSp-OIV_A2-98-0021,866447.7859,9874730.465,0,25,1,28.48
CSp-OIV_A2-98-0023,863528.0837,9878057.039,0,30,1.11,16.07
CSp-OIV_A2-98-0045,878062.0271,9886502.512,0,10,1.02,27.38
CSp-OIV_A2-98-0046,875970.077,9886315.327,0,25,1.05,19.9
CSp-OIV_A2-98-0047,872991.815,9885210.03,0,10,0.95,34.45
CSp-OIV_A2-98-0048,871777.2364,9886209.564,0,10,1.03,22.62
CSp-OIV_A2-98-0049,873250.8569,9888135.042,0,8,1.06,22.27
CSp-OIV_A2-98-0051,873418.1077,9883790.013,0,25,0.94,41.42
CSp-OIV_A2-98-0052,874872.4959,9883955.305,0,28,0.9,48.9
CSp-OIV_A2-98-0053,875637.3261,9881688.373,0,7,0.92,42.05
CSp-OIV_A3-81-0029,848379.6678,9862186.527,0,10,0.91,46.23
CSp-OIV_A3-81-0029,848379.6678,9862186.527,10,30,1.05,22.22
CSp-OIV_A3-81-0034,854492.9954,9865465.056,0,10,0.75,75.7
CSp-OIV_A3-81-0035,852455.7477,9868470.363,0,10,0.83,62.01
CSp-OIV_A3-81-0036,852013.1771,9868671.109,0,15,0.96,39.21
CSp-OIV_A3-81-0037,850727.1203,9868643.65,0,15,0.91,45.01
CSp-OIV_A3-81-0037,850727.1203,9868643.65,15,30,1.09,16.88
CSp-OIV_A3-81-0038,850166.8698,9868671.582,0,10,0.94,39.79
CSp-OIV_A3-81-0038,850166.8698,9868671.582,10,25,1.09,10.9
CSp-OIV_A3-89-0047,847178.921,9856451.347,0,15,0.92,50.46
CSp-OIV_A3-89-0048,846125.9434,9860621.884,0,20,1.07,15.55
CSp-OIV_A3-90-0017,836226.9346,9854817.078,0,20,0.61,103.6
CSp-OIV_A3-90-0026,849750.6949,9857198.625,0,10,1.11,2.96
CSp-OIV_A3-90-0027,847016.6507,9856714.571,0,15,1.06,16.76
CSp-OIV_A3-90-0028,846219.2917,9857242.891,0,15,0.9,52.38
CSp-OIV_A3-90-0030,838048.6868,9862758.503,0,5,1.02,24.54
CSp-OIV_A3-90-0038,850065.3244,9868617.807,0,20,1.02,31.84
CSp-OIV_A3-90-0039,849415.3855,9868459.723,0,15,0.9,52.9
CSp-OIV_A3-90-0039,849415.3855,9868459.723,15,30,1.12,10.32
CSp-OIV_A3-90-0046,849751.4719,9862627.112,0,15,0.86,49.83
CSp-OIV_A3-90-0047,847781.668,9862108.636,0,30,0.97,30.86
CSp-OIV_A3-90-0048,847899.6592,9864358.321,0,30,0.91,41.42
CSp-OIV_A3-91-0034,837547.4522,9864871.827,0,28,0.66,97.27
CSp-OIV_A3-91-0035,839507.117,9866672.31,0,24,0.68,90.95
CSp-OIV_A3-91-0036,839946.4696,9864842.501,0,10,0.69,83.76
CSp-OIV_A3-91-0038,845767.3274,9859995.539,0,10,0.72,77.96
CSp-OIV_A3-91-0048,839035.0635,9862481.331,0,10,0.88,49.65
CSp-OIV_A3-91-0049,841879.0798,9861910.791,0,9,0.74,76.22
CSp-OIV_A3-91-0049,841879.0798,9861910.791,9,27,0.94,27.49
CSp-OIV_A3-91-0051,846353.0474,9861124.42,0,9,0.95,36.54
CSp-OIV_A3-94-0033,846703.706,9870349.493,0,15,0.87,51.68
CSp-OIV_A3-94-0033,846703.706,9870349.493,15,30,1.04,15.78
CSp-OIV_A3-94-0048,853868.0534,9867721.572,0,15,0.95,48.72
CSp-OIV_A3-94-0049,854267.92,9866331.499,0,12,1.02,16.24
CSp-OIV_A3-94-0050,853674.3581,9866698.83,0,12,0.85,50.17
CSp-OIV_A3-94-0051,847643.5777,9868955.629,0,12,1.02,22.74
CSp-OIV_A3-98-0009,855398.0722,9852871.044,0,15,0.72,82.02
CSp-OIV_A3-98-0010,855406.5474,9853826.685,0,10,1.1,17.75
CSp-OIV_A3-98-0032,858387.7326,9870277.402,0,20,0.98,38.05
CSp-OIV_A4-89-0018,876438.0155,9862889.838,0,10,1.02,25.58
CSp-OIV_A4-89-0019,876478.482,9863348.272,0,10,1.05,21.52
CSp-OIV_A4-89-0020,872780.5225,9857961.669,0,10,0.98,36.19
CSp-OIV_A4-89-0020,872780.5225,9857961.669,10,30,1.1,19.37
CSp-OIV_A4-91-0019,877017.7178,9856202.567,0,9,0.89,47.91
CSp-OIV_A4-91-0020,876265.7089,9856423.507,0,10,1.01,27.03
CSp-OIV_A4-91-0021,875931.7059,9856943.662,0,8,0.96,39.91
CSp-OIV_A4-91-0022,873821.0441,9857696.145,0,8,1.03,21.17
CSp-OIV_A4-94-0013,866508.8744,9854749.923,0,15,0.94,42.92
CSp-OIV_A4-94-0018,869182.3809,9870729.714,0,8,1,23.49
CSp-OIV_A4-94-0018,869182.3809,9870729.714,8,25,1.1,3.65
CSp-OIV_A4-94-0019,871043.2837,9867179.386,0,10,1.01,25.7
CSp-OIV_A4-94-0019,871043.2837,9867179.386,10,27,1.12,7.54
CSp-OIV_A4-94-0020,870328.9799,9865039.42,0,10,0.92,38.57
CSp-OIV_A4-94-0020,870328.9799,9865039.42,10,24,1.05,16.3
CSp-OIV_A4-98-0017,867081.1817,9855842.472,0,15,0.92,41.59
CSp-OIV_A4-98-0018,866652.4792,9860836.452,0,25,1.08,18.68
CSp-OIV_A4-98-0020,867361.2513,9863018.485,0,12,0.99,34.51
CSp-OIV_A4-98-0020,867361.2513,9863018.485,12,30,1.14,7.48
CSp-OIV_C1-81-0001,853551.507,9834075.2,0,10,0.79,72.56
CSp-OIV_C1-81-0002,852959.9776,9834356.171,0,10,0.71,91.88
CSp-OIV_C1-81-0002,852959.9776,9834356.171,10,30,1.06,20.71
CSp-OIV_C1-81-0003,848553.9883,9834307.302,0,15,0.8,66.42
CSp-OIV_C1-81-0004,848604.5764,9834446.33,0,10,0.84,58.24
CSp-OIV_C1-81-0013,856098.1517,9836970.995,0,10,0.98,35.85
CSp-OIV_C1-90-0018,836568.9668,9845453.153,0,20,0.89,40.95
CSp-OIV_C1-90-0019,842925.3667,9844035.534,0,22,0.81,63.28
CSp-OIV_C1-90-0020,836205.5706,9840252.578,0,30,0.4,159.11
CSp-OIV_C1-91-0011,851033.97,9838462.19,0,10,1.08,13.92
CSp-OIV_C1-91-0012,850774.8236,9838809.071,0,18,1,27.32
CSp-OIV_C1-91-0013,850635.3993,9839325.761,0,16,0.97,35.56
CSp-OIV_C1-94-0011,842488.9022,9835364.911,0,25,0.65,97.91
CSp-OIV_C1-98-0002,846159.4109,9833993.787,0,10,0.87,65.49
CSp-OIV_C1-98-0003,845906.6202,9834040.51,0,15,0.86,59.51
CSp-OIV_C1-98-0004,845486.4379,9834019.532,0,15,0.87,50.99
CSp-OIV_C1-98-0011,851235.2099,9852022.438,0,20,1.02,31.26
CSp-OIV_C1-98-0012,848587.5028,9846797.62,0,25,0.73,75.64
CSp-OIV_C2-81-0010,864240.9643,9842184.313,0,10,0.78,68.33
CSp-OIV_C2-81-0011,863923.5743,9842828.292,0,5,0.91,43.68
CSp-OIV_C2-81-0011,863923.5743,9842828.292,5,20,1.08,14.44
CSp-OIV_C2-81-0012,864308.9513,9843999.382,0,20,0.94,33.41
CSp-OIV_C2-81-0014,879310.2587,9835890.722,0,10,0.8,67.23
CSp-OIV_C2-81-0015,878083.6484,9836927.557,0,15,1,26.91
CSp-OIV_C2-81-0016,876359.3195,9836759.826,0,20,1.06,15.6
CSp-OIV_C2-81-0017,876029.5475,9836707.805,0,15,0.92,38.63
CSp-OIV_C2-89-0014,869730.9376,9837727.259,0,25,1.19,5.51
CSp-OIV_C2-89-0015,871793.9204,9837536.512,0,25,1.11,11.14
CSp-OIV_C2-89-0016,871842.2948,9837657.139,0,15,0.96,40.2
CSp-OIV_C2-89-0017,870793.0229,9837968.944,0,10,0.99,34.34
CSp-OIV_C2-90-0010,867458.274,9842047.736,0,20,1.12,8.93
CSp-OIV_C2-90-0011,867234.8122,9842299.858,0,15,0.92,54.29
CSp-OIV_C2-90-0012,866826.3961,9842670.021,0,18,1.04,27.49
CSp-OIV_C2-90-0014,887972.9822,9834240.228,0,20,1.08,15.02
CSp-OIV_C2-90-0015,884400.1552,9835493.502,0,10,0.92,48.55
CSp-OIV_C2-90-0016,880951.5129,9835384.039,0,12,1,34.8
CSp-OIV_C2-91-0014,869788.9862,9837985.868,0,7,0.26,187.99
CSp-OIV_C2-91-0015,869370.2464,9838176.101,0,9,1.01,24.88
CSp-OIV_C2-91-0016,868743.5897,9839193.365,0,10,0.5,125.23
CSp-OIV_C2-91-0017,868194.2576,9840700.683,0,12,0.95,41.07
CSp-OIV_C2-91-0018,867780.3525,9841971.488,0,10,0.91,44.66
CSp-OIV_C2-94-0014,863508.8994,9852383.923,0,10,0.68,94.61
CSp-OIV_C2-94-0014,863508.8994,9852383.923,10,25,0.96,40.08
CSp-OIV_C2-94-0015,866055.4079,9845976.864,0,15,0.87,49.77
CSp-OIV_C2-98-0013,875121.7433,9836708.596,0,20,1.12,5.92
CSp-OIV_C2-98-0014,874175.9644,9837301.564,0,20,1.05,17.87
CSp-OIV_C2-98-0015,873535.199,9837406.796,0,30,1.1,11.48
CSp-OIV_C2-98-0016,872745.0255,9837284.813,0,20,1.13,4.12
CSp-OIV_C3-81-0005,850325.7241,9829775.559,0,15,0.93,38.34
CSp-OIV_C3-81-0008,848302.1552,9829029.996,0,10,0.97,33.53
CSp-OIV_C3-81-0018,846001.3857,9833916.011,10,30,0.99,23.03
CSp-OIV_C3-81-0021,833990.2452,9833958.244,0,20,1,25.75
CSp-OIV_C3-89-0001,857361,9826751,0,10,1.03,18.56
CSp-OIV_C3-89-0002,857249.317,9826352.487,0,10,1.08,20.24
CSp-OIV_C3-89-0003,857179.2745,9825418.447,0,10,1.03,20.19
CSp-OIV_C3-89-0004,857468.0634,9824545.98,0,10,0.98,28.48
CSp-OIV_C3-89-0006,842431.8253,9826919.565,0,20,0.79,65.08
CSp-OIV_C3-89-0011,838708.2027,9824439.772,0,20,0.89,47.39
CSp-OIV_C3-91-0003,861584.7517,9823019.906,0,12,0.95,37.18
CSp-OIV_C3-91-0004,860633.7234,9824878.516,0,10,0.94,46
CSp-OIV_C3-91-0005,855722.1522,9815919.445,0,5,0.81,69.2
CSp-OIV_C3-91-0005,855722.1522,9815919.445,5,22,1.08,16.82
CSp-OIV_C3-91-0006,851819.6495,9816291.519,0,30,0.65,94.43
CSp-OIV_C3-91-0007,851871.1796,9822801.165,0,10,0.94,41.88
CSp-OIV_C3-91-0008,851769.5438,9822858.509,0,10,0.85,50.41
CSp-OIV_C3-94-0001,852042.0735,9830039.328,0,10,0.88,50.23
CSp-OIV_C3-94-0002,851697.4513,9830339.529,0,15,0.98,41.94
CSp-OIV_C3-94-0003,851245.1412,9830150.583,0,10,0.97,30.51
CSp-OIV_C3-94-0003,851245.1412,9830150.583,10,30,1.09,10.5
CSp-OIV_C3-94-0004,850784.0677,9830196.14,0,15,0.99,35.85
CSp-OIV_C3-94-0005,857317.2595,9822820.79,0,10,1,33
CSp-OIV_C3-94-0006,853942.3079,9823295.537,0,25,1.09,5.51
CSp-OIV_C3-94-0007,853544.5691,9823194.549,0,16,0.86,53.77
CSp-OIV_C3-94-0008,852460.1307,9822543.836,0,30,0.98,31.55
CSp-OIV_C3-94-0010,842756.8916,9818455.682,0,15,0.91,55.86
CSp-OIV_C3-98-0005,843731.3254,9815644.52,0,12,0.64,95.53
CSp-OIV_C3-98-0006,843736.5507,9816300.764,0,20,0.92,44.78
CSp-OIV_C3-98-0008,843248.8275,9817101.629,0,15,0.9,47.56
CSp-OIV_C4-90-0001,866481.0254,9824804.232,0,15,0.88,47.85
CSp-OIV_C4-90-0002,865549.9817,9824645.235,0,10,1.07,23.09
CSp-OIV_C4-90-0004,864376.5093,9825098.091,0,10,0.99,30.1
CSp-OIV_C4-90-0013,888833.6719,9833518.645,0,10,1.08,10.56
CSp-OIV_C4-91-0001,862819.0762,9825376.181,0,12,0.88,60.09
CSp-OIV_C4-91-0002,862564.9634,9824652.823,0,10,0.97,38.92
CSp-OIV_D1-90-0028,894208.7031,9835439.684,0,15,1.14,11.87
CSp-OIV_D1-90-0029,895904.3936,9835533.888,0,10,0.94,47.79
CSp-OIV_D1-90-0030,894545.2663,9835509.556,0,15,0.86,61.52
CSp-OIV_D1-90-0031,891114.6275,9834030.87,0,30,1.05,13.3
CSp-OIV_E1-82-0011,859306.789,9813053.328,0,8,0.98,44.61
CSp-OIV_E1-82-0012,859236.7318,9812965.114,0,15,1.11,16.82
CSp-OIV_E1-82-0014,852840.5934,9815403.043,0,10,0.93,44.43
CSp-OIV_E1-82-0015,846504.6416,9807925.762,0,20,0.8,76.04
CSp-OIV_E1-82-0019,851561.4996,9810005.336,0,10,1,34.57
CSp-OIV_E1-82-0019,851561.4996,9810005.336,10,25,1.11,12.59
CSp-OIV_E1-86-0011,857293.1654,9808009.562,0,20,1.09,1.1
CSp-OIV_E1-86-0012,856501.0988,9807448.872,0,23,1.01,23.55
CSp-OIV_E1-86-0014,847481.5631,9809107.514,0,24,0.98,43.74
CSp-OIV_E1-86-0024,853213.8417,9815375.389,0,22,1,35.44
CSp-OIV_E1-86-0025,845088.9963,9813835,0,18,0.89,59.16
CSp-OIV_E1-86-0026,844015.0057,9815035.006,0,12,1.04,17.17
CSp-OIV_E1-93-0012,851831.5473,9804006.88,0,18,1,28.6
CSp-OIV_E1-93-0013,851746.4603,9804947.387,0,19,1.07,14.15
CSp-OIV_E1-93-0014,850842.3331,9806408.26,0,10,1.06,19.72
CSp-OIV_E1-93-0014,850842.3331,9806408.26,10,30,1.17,4
CSp-OIV_E1-93-0015,850386.4886,9806458.498,0,20,1.05,22.97
CSp-OIV_E1-99-0009,849527.7517,9807249.344,0,15,1.13,13.34
CSp-OIV_E1-99-0010,849838.475,9806990.932,0,10,0.85,58.12
CSp-OIV_E1-99-0011,853195.8012,9798137.287,0,18,0.98,32.77
CSp-OIV_E1-99-0012,852903.5084,9798438.418,0,5,0.68,97.68
CSp-OIV_E1-99-0012,852903.5084,9798438.418,5,20,1.07,5.22
CSp-OIV_E1-99-0013,852108.5828,9803012.551,0,20,0.96,36.37
CSp-OIV_E1-99-0014,852585.7844,9800059.988,0,15,0.92,43.39
CSp-OIV_E1-99-0015,852020.4039,9800300.929,0,20,1.15,2.38
CSp-OIV_E1-99-0016,852817.3836,9810802.649,0,15,1.03,29.81
CSp-OIV_E1-99-0017,852326.4677,9810559.108,0,20,1.07,23.55
CSp-OIV_E1-99-0018,851839.1419,9810183.519,0,25,1.08,17.05
CSp-OIV_E1-99-0019,849124.8754,9809385.824,0,20,1.08,13.57
CSp-OIV_E1-99-0020,846899.9666,9806431.178,0,25,0.94,36.6
CSp-OIV_E1-99-0021,856293.9359,9812198.309,0,15,0.92,43.39
CSp-OIV_E1-99-0021,856293.9359,9812198.309,15,30,1.13,7.95
CSp-OIV_E1-99-0022,854653.4421,9805889.196,0,15,0.94,40.14
CSp-OIV_E1-99-0022,854653.4421,9805889.196,15,30,1.1,12.82
CSp-OIV_E1-99-0023,850631.6294,9809496.111,0,18,1.05,34.34
CSp-OIV_E1-99-0024,845990.7027,9799648.686,0,20,0.68,92.63
CSp-OIV_E1-99-0031,840152.3901,9808170.948,0,10,0.82,63.92
CSp-OIV_E1-99-0031,840152.3901,9808170.948,10,30,0.98,27.49
CSp-OIV_E1-99-0032,838116.5596,9813958.303,10,25,0.95,34.34
CSp-OIV_E3-82-0007,855577.6623,9789113.108,0,10,1.1,17.29
CSp-OIV_E3-82-0008,854513.607,9788632.647,0,15,0.96,41.59
CSp-OIV_E3-82-0009,853457.0096,9788564.313,0,10,1.01,26.39
CSp-OIV_E3-82-0010,853517.5374,9787851.865,0,10,1.01,27.38
CSp-OIV_E3-82-0016,837631.5312,9782042.033,0,30,0.88,49.88
CSp-OIV_E3-82-0017,840414.6285,9780014.878,0,20,0.89,57.66
CSp-OIV_E3-82-0018,853108.9944,9788306.445,0,20,0.9,46.35
CSp-OIV_E3-86-0007,850331.1472,9781666.309,0,20,1.02,26.1
CSp-OIV_E3-86-0008,849545.5263,9781463.727,0,28,0.99,21.58
CSp-OIV_E3-86-0010,852503.2137,9786532.821,0,20,0.9,42.63
CSp-OIV_E3-86-0049,840198.003,9780348.998,0,22,0.99,10.5
CSp-OIV_E3-93-0007,858794.9981,9784122.49,0,30,1.13,14.79
CSp-OIV_E3-93-0010,857262.1377,9786063.599,0,16,1.02,26.28
CSp-OIV_E3-93-0011,856959.4869,9786606.144,0,15,1.1,19.95
CSp-OV_A1-82-0034,859785.839,9764297.623,0,15,1.03,20.07
CSp-OV_A1-82-0035,859522.4168,9764732.836,0,20,1.06,24.19
CSp-OV_A1-86-0050,839819.005,9775924.003,0,25,0.96,31.09
CSp-OV_A1-99-0039,861226.4139,9764279.007,0,20,1.01,22.22
CSp-OV_A1-99-0040,856530.8981,9765320.74,0,20,0.87,63.81
CSp-OV_A1-99-0041,856515.846,9765512.855,0,10,0.92,51.57
CSp-OV_A2-82-0032,868229.1945,9763035.033,0,10,1.07,27.03
CSp-OV_A2-82-0033,867507.7754,9762522.566,0,10,1.03,33.35
CSp-OV_A2-99-0038,861678.3127,9764384.019,0,15,0.99,23.96
CSp-OV_E3-84-0053,842561.3462,9675205.478,0,30,1.1,10.03
CSp-OV_E3-84-0054,842206.3361,9674334.199,0,10,1.12,14.56
CSp-OV_E3-84-0055,842267.7503,9673675.194,0,25,1.07,8.58
CSp-OV_E3-84-0056,840829.7545,9669601.264,0,30,1.05,14.73
CSp-OV_E3-84-0057,840919.5959,9669515.057,0,30,1.09,11.66
CSp-OV_E3-88-0071,857985.6406,9673690.248,0,15,1.09,20.94
CSp-OV_E3-88-0075,855545.7408,9670563.212,0,12,1.09,3.6
CSp-OV_E3-88-0076,855500.4482,9669778.162,0,18,1.15,10.15
CSp-OV_E3-88-0078,852074.3801,9670536.087,0,18,1.11,9.05
CSp-OV_E3-88-0081,856790.306,9671498.815,0,12,1.06,22.45
CSp-OV_E3-88-0082,851305.357,9670576.283,0,10,1.06,28.07
CSp-OV_E3-88-0082,851305.357,9670576.283,10,28,1.17,7.66
CSp-OV_E3-89-0112,859472.9404,9674481.923,0,25,1.09,12.59
CSp-OV_E3-89-0113,858668.2452,9673950.772,0,15,1.12,10.5
CSp-OV_E3-89-0114,857185.4696,9674044.874,0,24,1.15,7.95
CSp-OV_E3-95-0043,848754.3193,9670740.213,0,12,1.02,32.02
CSp-OV_E3-95-0044,849356.5511,9670808.871,0,10,1.1,16.94
CSp-OV_E3-95-0045,849492.4072,9667941.829,0,30,1.13,3.42
CSp-OV_E3-95-0046,850394.8794,9668439.941,0,22,1,25.81
CSp-OV_E3-95-0047,848492.5731,9669392.721,0,20,0.92,40.02
CSp-OV_E4-88-0060,868910.5229,9681420.902,0,16,1.16,3.77
CSp-OV_E4-88-0065,862280.5965,9676675.567,0,12,1.09,16.18
CSp-OV_E4-88-0067,862313,9677570,0,18,1.09,14.97
CSp-OV_E4-88-0069,861921.3548,9675167.757,0,18,1.09,6.26
CSp-OV_E4-88-0070,862066.2829,9674954.877,0,15,1.11,3.02
CSp-OV_E4-89-0126,861521.4119,9674302.881,0,30,1.11,12.82
CSp-OVI_A1-84-0045,834766.3981,9664169.087,0,20,1.09,16.76
CSp-OVI_A1-84-0046,834826.1977,9664088.312,0,20,1.08,18.27
CSp-OVI_A1-88-0083,844226.5492,9667277.163,0,15,0.99,28.94
CSp-OVI_A1-88-0084,842111.0677,9667585.909,0,6,1,38.63
CSp-OVI_A1-89-0120,833778.8669,9663532.069,0,25,1.11,9.63
CSp-OVI_A1-89-0124,834352.169,9663745.032,0,20,1.09,15.37
CSp-OVI_A1-89-0125,833993.886,9663397.352,0,20,1.11,9.74
CSp-OVI_A1-89-0127,836668.4533,9665386.912,0,18,1.06,21.64
CSp-OVI_A1-89-0128,834043.531,9663574.358,0,7,1.08,20.36
CSp-OVI_A1-95-0048,840671.7704,9667145.11,0,20,1.13,9.98
CSp-OVI_A1-95-0049,840215.5325,9666481.106,0,18,1.11,16.88
CSp-OVI_A1-95-0050,839953.7639,9666075.56,0,18,1.12,11.54
CSp-OVI_A1-95-0051,839218.1754,9665317.065,0,10,1.11,16.53
CSp-OVI_A1-95-0052,836581.664,9665345.773,0,10,1.02,25.46
CSp-PII_D3-90-0016,1024312.18,10044216.89,0,10,0.9,48.63
